Marca temporal;Autorizo;®Planea usted iniciar estudios universitarios en los pr¢ximos dos a§os?;®Cu†l es su edad? ;GÇnero ;Grado que cursa actualmente  o titulo profesional obtenido;Tipo de instituci¢n Educativa;Nombre del establecimiento educativo en el cual esta estudiando o es Egresado(a) ;Departamento donde reside;Municipio  donde reside;®Ha cursado estudios complementarios en programaci¢n o an†lisis de datos?;"®Cu†l es el nivel de adopci¢n de IA en su organizaci¢n o establecimiento educativo? 
Donde 1 (Nulo o Inexistente) y 5 (Muy alto o Avanzado) ";®Considera que la IA transformar† la mayor°a de los empleos en la pr¢xima dÇcada?;®Cree usted que la regi¢n Orinoqu°a requiere m†s profesionales especializados en IA?;®Esta de acuerdo con que los riesgos Çticos de la IA deben abordarse en los planes de estudio?;"®QuÇ tan familiarizado(a) est†s con la ?inteligencia artificial??
Donde 1 (Nada familiarizado(a)) y 5 (Muy familiarizado(a)) ";®Ha usado aplicaciones con IA (Chat GPT, Gemini, Copilot, filtros de fotos, chatbots. etc)?  ;®QuÇ tan importante cree que ser† aprender a programar para tu futuro?  ;®Le gustar°a participar en proyectos escolares con robots, drones o apps que usen IA?  ; ®En quÇ †reas cree que la IA puede ayudar a tu comunidad?  ;®Cu†l de los siguientes programas acadÇmicos  relacionados con tecnolog°a inform†tica ser°a su primera opci¢n de inscripci¢n?  Escoger solo uno;®Estar°a dispuesto a matricularse en el programa de Ingenier°a en IA en Unitropico?;®QuÇ nivel de importancia tiene para usted el costo de la matr°cula? ;®QuÇ tan relevante es la cercan°a del del campus universitario a su lugar de residencia? ;®Cu†nta importancia otorga usted al prestigio de la universidad para realizar el programa de ingenier°a en IA?  ;En el mercado laboral actual, ®QuÇ tan probable considera que un egresado de Ingenier°a en Inteligencia Artificial obtenga empleo en su campo? ;®QuÇ relevancia tiene para usted la disponibilidad de becas u otros apoyos financieros?  ;Puntuaci¢n
;Si;Si;18 - 22 a§os;Femenino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;No;3;4;4;De acuerdo;3;4;3;Tal vez;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad, Otro;Ingenier°a en Inteligencia Artificial;Tal vez;Importante;Moderado;Muy importante;Neutral / No estoy seguro(a);5;
;Si;Si;Menos de 17 a§os;Femenino;Decimo;No Oficial (Privada);Alianza Pedag¢gica;Casanare;Yopal;Si;5;5;3;De acuerdo;4;4;3;Si;Medio ambiente, Salud, Educaci¢n, Entretenimiento;Ingenier°a en Inteligencia Artificial;Tal vez;Moderado;Importante;Moderado;Probable;5;
;Si;Si;Menos de 17 a§os;Femenino;Decimo;Oficial (P£blica);Para°so;Casanare;Yopal;No;2;5;5;De acuerdo;5;4;4;Tal vez;Salud, Educaci¢n, Entretenimiento, Seguridad;Ingenier°a en Inteligencia Artificial;Si;Muy importante;Poco;Importante;Poco probable;4;
;Si;Si;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);ITEY;Casanare;Yopal;Si;3;4;5;De acuerdo;5;3;3;Tal vez;Otro;Ingenier°a en Inteligencia Artificial;Si;Moderado;Importante;Importante;Neutral / No estoy seguro(a);2;
;Si;Si;18 - 22 a§os;Masculino;Once;No Oficial (Privada);Alianza Pedag¢gica;Casanare;Yopal;Si;5;4;3;En desacuerdo;5;5;3;Si;Salud, Agricultura, Seguridad;Ingenier°a en Inteligencia Artificial;Tal vez;Importante;Importante;Importante;Muy probable;5;
;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;No;4;4;4;De acuerdo;5;4;4;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad;Ingenier°a en Inteligencia Artificial;Tal vez;Muy importante;Moderado;Moderado;Muy probable;3;
;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;No;3;3;4;Ni de acuerdo ni en desacuerdo;3;4;5;Tal vez;Entretenimiento;Ingenier°a en Inteligencia Artificial;Tal vez;Importante;Moderado;Poco;Probable;5;
;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;No;5;3;5;Ni de acuerdo ni en desacuerdo;3;3;4;Tal vez;Medio ambiente, Salud, Educaci¢n, Agricultura;Ingenier°a en Inteligencia Artificial;Tal vez;Moderado;Muy importante;Importante;Neutral / No estoy seguro(a);5;
;Si;Si;18 - 22 a§os;Femenino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;No;3;4;3;Ni de acuerdo ni en desacuerdo;5;4;5;Si;Educaci¢n, Entretenimiento, Seguridad;Ingenier°a en Inteligencia Artificial;Tal vez;Importante;Moderado;Moderado;Muy probable;3;
;Si;No;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Para°so;Casanare;Yopal;No;5;3;4;De acuerdo;3;4;3;Si;Otro;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Si;Muy importante;Importante;Importante;Neutral / No estoy seguro(a);5;
;Si;No sabe;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;No;3;5;3;De acuerdo;4;4;5;Si;Educaci¢n, Entretenimiento, Seguridad;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Si;Importante;Moderado;Poco;Muy probable;5;
;Si;Si;18 - 22 a§os;Femenino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;No;3;3;5;De acuerdo;4;4;5;Tal vez;Medio ambiente, Salud, Entretenimiento, Seguridad;Ingenier°a en Inteligencia Artificial;Tal vez;Muy importante;Nada importante;Importante;Neutral / No estoy seguro(a);3;
;Si;Si;18 - 22 a§os;Masculino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;Si;3;5;5;Totalmente de acuerdo;3;5;3;Si;Otro;Ingenier°a Electr¢nica;No;Moderado;Importante;Poco;Neutral / No estoy seguro(a);5;
;Si;Si;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);Campi§a;Casanare;Yopal;Si;5;4;5;De acuerdo;3;5;4;Si;Agricultura;Ingenier°a en Inteligencia Artificial;Si;Poco;Poco;Importante;Probable;2;
;Si;Si;Menos de 17 a§os;Femenino;Once;No Oficial (Privada);Colombo InglÇs;Casanare;Yopal;Si;2;4;4;Totalmente de acuerdo;5;4;5;Si;Educaci¢n, Entretenimiento, Seguridad;Ingenier°a en Inteligencia Artificial;Tal vez;Muy importante;Moderado;Moderado;Neutral / No estoy seguro(a);3;
;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;Si;2;3;4;Totalmente de acuerdo;5;5;3;Tal vez;Medio ambiente, Salud, Educaci¢n, Entretenimiento;Ingenier°a en Inteligencia Artificial;Si;Importante;Moderado;Poco;Muy probable;4;
;Si;Si;18 - 22 a§os;Masculino;Decimo;Oficial (P£blica);ITEY;Casanare;Yopal;Si;2;5;5;Ni de acuerdo ni en desacuerdo;3;3;3;Tal vez;Educaci¢n;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Importante;Importante;Nada importante;Muy probable;5;
;Si;Si;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);Para°so;Casanare;Yopal;No;5;4;4;Totalmente de acuerdo;4;5;3;Tal vez;Medio ambiente, Salud, Educaci¢n, Entretenimiento;Ingenier°a en Inteligencia Artificial;Tal vez;Muy importante;Importante;Moderado;Neutral / No estoy seguro(a);4;
;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;No;4;3;4;Totalmente de acuerdo;3;4;5;Tal vez;Educaci¢n, Otro;Ingenier°a Mecatr¢nica;Si;Importante;Importante;Poco;Neutral / No estoy seguro(a);5;
;Si;Si;18 - 22 a§os;Femenino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;Si;3;3;4;De acuerdo;5;5;5;Tal vez;Otro;Ingenier°a en Automatizaci¢n;Si;Moderado;Importante;Importante;Neutral / No estoy seguro(a);2;
;Si;Si;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);ITEY;Casanare;Yopal;Si;4;3;4;Ni de acuerdo ni en desacuerdo;4;3;5;Tal vez;Medio ambiente, Salud, Educaci¢n, Agricultura, Seguridad;Ingenier°a en Inteligencia Artificial;Si;Moderado;Importante;Moderado;Probable;2;
;Si;Si;18 - 22 a§os;Femenino;Decimo;Oficial (P£blica);ITEY;Casanare;Yopal;No;4;5;5;De acuerdo;4;4;3;Si;Salud, Agricultura;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Si;Moderado;Moderado;Importante;Probable;3;
;Si;No;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;No;5;4;3;De acuerdo;5;3;5;Si;Educaci¢n, Entretenimiento, Seguridad;Ingenier°a en Inteligencia Artificial;Tal vez;Muy importante;Moderado;Muy importante;Probable;4;
;Si;No sabe;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;Si;5;4;3;Totalmente de acuerdo;4;3;4;Si;Salud, Educaci¢n, Seguridad;Ingenier°a Electr¢nica;Tal vez;Nada Importante;Importante;Moderado;Probable;4;
;Si;Si;Menos de 17 a§os;Femenino;Decimo;Oficial (P£blica);ITEY;Casanare;Yopal;No;4;3;4;Ni de acuerdo ni en desacuerdo;3;5;3;Si;Agricultura;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Si;Moderado;Importante;Moderado;Probable;4;
;Si;Si;Menos de 17 a§os;Masculino;Once;No Oficial (Privada);Colombo InglÇs;Casanare;Yopal;No;2;4;3;De acuerdo;4;4;3;Tal vez;Educaci¢n;Ingenier°a en Ciberseguridad;Si;Importante;Importante;Moderado;Neutral / No estoy seguro(a);4;
;Si;Si;18 - 22 a§os;Masculino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;Si;4;3;5;De acuerdo;5;5;4;Si;Educaci¢n, Entretenimiento, Seguridad;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Si;Muy importante;Moderado;Moderado;Probable;4;
;Si;No;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Para°so;Casanare;Yopal;No;2;5;5;Ni de acuerdo ni en desacuerdo;4;5;3;Si;Salud, Educaci¢n, Entretenimiento, Seguridad;Ingenier°a en Inteligencia Artificial;No;Poco;Moderado;Poco;Probable;5;
;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;Si;3;5;4;En desacuerdo;3;4;3;Si;Salud, Agricultura, Entretenimiento, Seguridad;Ingenier°a Electr¢nica;Tal vez;Poco;Poco;Poco;Poco probable;4;
;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;No;4;4;3;De acuerdo;4;3;3;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;No;Moderado;Muy importante;Importante;Probable;2;
;Si;Si;Menos de 17 a§os;Femenino;Decimo;Oficial (P£blica);Campi§a;Casanare;Yopal;Si;5;5;5;De acuerdo;4;3;4;Si;Medio ambiente, Educaci¢n, Entretenimiento;Ingenier°a en Inteligencia Artificial;Si;Moderado;Poco;Moderado;Neutral / No estoy seguro(a);2;
;Si;Si;Menos de 17 a§os;Masculino;Once;No Oficial (Privada);Colombo InglÇs;Casanare;Yopal;No;2;3;3;De acuerdo;5;3;5;Si;Entretenimiento, Seguridad;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;No;Moderado;Muy importante;Importante;Neutral / No estoy seguro(a);2;
;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;Si;5;3;5;Ni de acuerdo ni en desacuerdo;3;5;4;Tal vez;Salud, Educaci¢n, Seguridad;Ingenier°a Mecatr¢nica;Si;Moderado;Importante;Moderado;Neutral / No estoy seguro(a);5;
;Si;Si;Menos de 17 a§os;Femenino;Once;No Oficial (Privada);Alianza Pedag¢gica;Casanare;Yopal;Si;5;3;5;Ni de acuerdo ni en desacuerdo;3;5;3;Tal vez;Salud, Educaci¢n, Seguridad;Ingenier°a Multimedia;Si;Importante;Nada importante;Importante;Probable;5;
;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;Si;4;3;5;De acuerdo;4;3;5;Si;Salud, Agricultura, Entretenimiento, Seguridad;Ingenier°a en Inteligencia Artificial;Tal vez;Nada Importante;Importante;Importante;Neutral / No estoy seguro(a);3;
;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Para°so;Casanare;Yopal;No;3;3;4;De acuerdo;3;4;5;Si;Salud, Educaci¢n, Entretenimiento;Ingenier°a en Inteligencia Artificial;Si;Moderado;Moderado;Moderado;Muy probable;2;
;Si;Si;18 - 22 a§os;Masculino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;No;3;3;3;Totalmente de acuerdo;4;4;3;Si;Otro;Ingenier°a en Inteligencia Artificial;Si;Moderado;Importante;Moderado;Neutral / No estoy seguro(a);3;
;Si;Si;18 - 22 a§os;Masculino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;No;3;4;4;En desacuerdo;4;3;4;Si;Educaci¢n;Ingenier°a de Sistemas;Si;Moderado;Poco;Importante;Neutral / No estoy seguro(a);4;
;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;No;5;5;4;Totalmente de acuerdo;5;5;4;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad;Ingenier°a en Inteligencia Artificial;Tal vez;Muy importante;Importante;Poco;Poco probable;5;
;Si;Si;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);Campi§a;Casanare;Yopal;No;4;3;5;Totalmente en desacuerdo;4;4;4;Si;Medio ambiente, Agricultura, Seguridad;Ingenier°a de Sistemas;Tal vez;Moderado;Muy importante;Importante;Probable;2;
;Si;Si;Menos de 17 a§os;Masculino;Once;No Oficial (Privada);Colombo InglÇs;Casanare;Yopal;Si;2;4;3;Totalmente de acuerdo;3;3;3;Tal vez;Salud;Ingenier°a en Inteligencia Artificial;Tal vez;Moderado;Poco;Importante;Neutral / No estoy seguro(a);4;
;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;No;2;3;5;De acuerdo;5;3;5;Si;Educaci¢n;Ingenier°a en Inteligencia Artificial;Si;Importante;Moderado;Importante;Neutral / No estoy seguro(a);5;
;Si;No sabe;Menos de 17 a§os;Femenino;Decimo;Oficial (P£blica);ITEY;Casanare;Yopal;No;4;3;5;Ni de acuerdo ni en desacuerdo;3;5;4;Tal vez;Salud, Educaci¢n, Seguridad;Ingenier°a en Inteligencia Artificial;Si;Importante;Moderado;Moderado;Neutral / No estoy seguro(a);3;
;Si;Si;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);Para°so;Casanare;Yopal;No;3;3;5;De acuerdo;5;5;5;Si;Otro;Ingenier°a en Ciberseguridad;Si;Importante;Muy importante;Moderado;Neutral / No estoy seguro(a);5;
;Si;Si;Menos de 17 a§os;Femenino;Once;No Oficial (Privada);Colombo InglÇs;Casanare;Yopal;Si;5;5;3;De acuerdo;4;4;3;Si;Educaci¢n;Ingenier°a en Inteligencia Artificial;Tal vez;Moderado;Moderado;Importante;Neutral / No estoy seguro(a);4;
;Si;Si;Menos de 17 a§os;Femenino;Decimo;Oficial (P£blica);Campi§a;Casanare;Yopal;No;5;3;5;Ni de acuerdo ni en desacuerdo;3;4;5;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad, Otro;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Moderado;Muy importante;Moderado;Neutral / No estoy seguro(a);4;
;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;No;5;3;5;De acuerdo;3;3;4;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Seguridad;Ingenier°a en Inteligencia Artificial;Si;Muy importante;Importante;Poco;Neutral / No estoy seguro(a);4;
;Si;Si;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);ITEY;Casanare;Yopal;No;3;5;4;Totalmente de acuerdo;4;4;4;Tal vez;Educaci¢n, Agricultura, Entretenimiento, Seguridad, Otro;Ingenier°a en Inteligencia Artificial;Tal vez;Muy importante;Importante;Muy importante;Neutral / No estoy seguro(a);4;
;Si;No;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);Campi§a;Casanare;Yopal;Si;2;5;4;Ni de acuerdo ni en desacuerdo;5;4;5;Tal vez;Educaci¢n, Agricultura, Entretenimiento, Seguridad, Otro;Ingenier°a en Inteligencia Artificial;No;Moderado;Moderado;Moderado;Poco probable;2;
;Si;Si;18 - 22 a§os;Masculino;Once;No Oficial (Privada);Alianza Pedag¢gica;Casanare;Yopal;Si;4;3;5;Ni de acuerdo ni en desacuerdo;4;4;3;Tal vez;Medio ambiente, Salud, Educaci¢n, Agricultura, Seguridad;Ingenier°a de Sistemas;Tal vez;Moderado;Muy importante;Importante;Probable;3;
;Si;Si;Menos de 17 a§os;Femenino;Decimo;No Oficial (Privada);Colombo InglÇs;Casanare;Yopal;Si;5;5;4;Ni de acuerdo ni en desacuerdo;5;5;3;Si;Medio ambiente, Salud, Educaci¢n, Agricultura;Ingenier°a en Inteligencia Artificial;Si;Poco;Poco;Moderado;Neutral / No estoy seguro(a);3;
;Si;No;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;No;2;4;4;De acuerdo;3;5;4;Tal vez;Otro;Ingenier°a en Inteligencia Artificial;No;Moderado;Moderado;Moderado;Probable;3;
;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Para°so;Casanare;Yopal;Si;5;4;5;Totalmente de acuerdo;4;5;3;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad, Otro;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Importante;Importante;Moderado;Probable;4;
;Si;Si;Menos de 17 a§os;Masculino;Decimo;No Oficial (Privada);Alianza Pedag¢gica;Casanare;Yopal;No;4;5;4;Ni de acuerdo ni en desacuerdo;5;4;3;Tal vez;Entretenimiento;Ingenier°a en Inteligencia Artificial;Tal vez;Importante;Importante;Moderado;Muy probable;4;
;Si;Si;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);Campi§a;Casanare;Yopal;No;5;3;4;Ni de acuerdo ni en desacuerdo;4;5;4;Si;Entretenimiento, Seguridad;Ingenier°a Electr¢nica;Si;Nada Importante;Importante;Moderado;Muy probable;5;
;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;No;5;4;5;Totalmente en desacuerdo;5;5;5;Tal vez;Salud, Educaci¢n, Entretenimiento, Seguridad;Ingenier°a en Inteligencia Artificial;Tal vez;Muy importante;Importante;Importante;Neutral / No estoy seguro(a);4;
;Si;Si;18 - 22 a§os;Masculino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;Si;4;5;5;De acuerdo;5;5;3;Si;Educaci¢n, Entretenimiento, Seguridad;Ingenier°a en Inteligencia Artificial;Tal vez;Moderado;Moderado;Poco;Probable;4;
;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;No;2;4;3;Totalmente de acuerdo;5;5;4;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad, Otro;Ingenier°a en Inteligencia Artificial;Tal vez;Moderado;Muy importante;Moderado;Probable;2;
;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Para°so;Casanare;Yopal;Si;4;3;5;Totalmente de acuerdo;4;4;5;Tal vez;Otro;Ingenier°a Multimedia;Tal vez;Nada Importante;Muy importante;Moderado;Probable;3;
;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;No;2;4;3;De acuerdo;5;4;4;Tal vez;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad;Ingenier°a de Sistemas;Tal vez;Moderado;Moderado;Moderado;Probable;4;
;Si;No sabe;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Para°so;Casanare;Yopal;Si;5;3;3;De acuerdo;3;4;4;Si;Salud, Educaci¢n, Entretenimiento;Ingenier°a en Inteligencia Artificial;No;Importante;Moderado;Poco;Poco probable;2;
;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;Si;5;5;4;Ni de acuerdo ni en desacuerdo;3;3;4;Tal vez;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Otro;Ingenier°a de Sistemas;Si;Importante;Moderado;Poco;Probable;5;
;Si;Si;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);Campi§a;Casanare;Yopal;Si;2;4;5;De acuerdo;4;4;5;Si;Medio ambiente, Salud, Educaci¢n, Entretenimiento;Ingenier°a en Inteligencia Artificial;Si;Muy importante;Poco;Poco;Muy probable;2;
;Si;Si;Menos de 17 a§os;Masculino;Once;No Oficial (Privada);Alianza Pedag¢gica;Casanare;Yopal;Si;5;3;5;De acuerdo;3;3;4;Si;Educaci¢n, Otro;Ingenier°a en Inteligencia Artificial;Tal vez;Moderado;Moderado;Muy importante;Probable;5;
;Si;Si;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);ITEY;Casanare;Yopal;Si;3;4;3;De acuerdo;5;5;4;Si;Seguridad;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Importante;Poco;Poco;Poco probable;2;
;Si;Si;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);Campi§a;Casanare;Yopal;Si;2;5;4;Totalmente en desacuerdo;4;5;3;Tal vez;Salud, Educaci¢n, Entretenimiento, Seguridad;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Moderado;Muy importante;Importante;Probable;5;
;Si;Si;Menos de 17 a§os;Femenino;Decimo;Oficial (P£blica);Campi§a;Casanare;Yopal;Si;4;5;4;Ni de acuerdo ni en desacuerdo;4;4;5;Tal vez;Salud, Educaci¢n, Entretenimiento, Seguridad;Ingenier°a en Inteligencia Artificial;Tal vez;Muy importante;Moderado;Importante;Neutral / No estoy seguro(a);5;
;Si;Si;Menos de 17 a§os;Masculino;Once;No Oficial (Privada);Alianza Pedag¢gica;Casanare;Yopal;Si;4;4;5;Ni de acuerdo ni en desacuerdo;3;4;4;Tal vez;Medio ambiente, Salud, Educaci¢n;Ingenier°a en Inteligencia Artificial;No;Moderado;Importante;Moderado;Muy probable;5;
;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;No;2;5;3;De acuerdo;5;3;3;Tal vez;Agricultura, Entretenimiento;Ingenier°a en Automatizaci¢n;Si;Importante;Moderado;Importante;Probable;3;
;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;No;5;4;3;De acuerdo;3;5;4;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad, Otro;Ingenier°a en Inteligencia Artificial;Si;Poco;Importante;Moderado;Probable;3;
;Si;Si;Menos de 17 a§os;Femenino;Decimo;No Oficial (Privada);Alianza Pedag¢gica;Casanare;Yopal;Si;4;5;4;De acuerdo;3;4;4;Si;Salud, Educaci¢n, Seguridad;Ingenier°a en Inteligencia Artificial;Tal vez;Muy importante;Poco;Importante;Neutral / No estoy seguro(a);5;
;Si;Si;18 - 22 a§os;Masculino;Decimo;Oficial (P£blica);ITEY;Casanare;Yopal;Si;2;5;5;De acuerdo;4;3;4;Si;Salud, Educaci¢n, Entretenimiento;Ingenier°a en Inteligencia Artificial;Tal vez;Moderado;Moderado;Moderado;Muy probable;3;
;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;No;3;4;3;De acuerdo;4;3;3;Si;Educaci¢n;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Importante;Importante;Poco;Neutral / No estoy seguro(a);5;
;Si;Si;18 - 22 a§os;Femenino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;No;4;3;5;Totalmente en desacuerdo;4;5;3;Si;Otro;Ingenier°a Electr¢nica;No;Muy importante;Moderado;Moderado;Poco probable;4;
;Si;Si;Menos de 17 a§os;Masculino;Once;No Oficial (Privada);Colombo InglÇs;Casanare;Yopal;No;2;3;5;De acuerdo;4;4;4;Si;Educaci¢n;Ingenier°a en Inteligencia Artificial;Tal vez;Muy importante;Moderado;Importante;Neutral / No estoy seguro(a);4;
;Si;Si;18 - 22 a§os;Masculino;Decimo;Oficial (P£blica);Campi§a;Casanare;Yopal;Si;3;3;5;Ni de acuerdo ni en desacuerdo;5;3;4;Tal vez;Entretenimiento;Ingenier°a en Inteligencia Artificial;Tal vez;Moderado;Moderado;Moderado;Neutral / No estoy seguro(a);2;
;Si;Si;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);ITEY;Casanare;Yopal;Si;3;5;5;Totalmente de acuerdo;5;5;4;Si;Educaci¢n;Ingenier°a en Inteligencia Artificial;Si;Moderado;Nada importante;Poco;Neutral / No estoy seguro(a);3;
;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;No;3;4;4;Totalmente en desacuerdo;5;3;3;Tal vez;Educaci¢n, Entretenimiento, Seguridad, Otro;Ingenier°a en Inteligencia Artificial;No;Moderado;Importante;Importante;Neutral / No estoy seguro(a);3;
;Si;Si;18 - 22 a§os;Masculino;Once;Oficial (P£blica);Campi§a;Casanare;Yopal;No;3;3;4;En desacuerdo;4;5;3;Tal vez;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad, Otro;Ingenier°a en Inteligencia Artificial;No;Importante;Poco;Moderado;Probable;2;
;Si;Si;Menos de 17 a§os;Femenino;Decimo;No Oficial (Privada);Alianza Pedag¢gica;Casanare;Yopal;Si;5;5;4;De acuerdo;4;4;5;Si;Educaci¢n;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Si;Importante;Importante;Importante;Muy probable;4;
;Si;Si;18 - 22 a§os;Masculino;Once;Oficial (P£blica);ITEY;Casanare;Yopal;Si;2;4;4;Ni de acuerdo ni en desacuerdo;3;5;4;Tal vez;Salud, Educaci¢n, Seguridad;Ingenier°a en Telecomunicaciones;Tal vez;Moderado;Moderado;Importante;Muy probable;4;
;Si;Si;Menos de 17 a§os;Femenino;Decimo;Oficial (P£blica);Para°so;Casanare;Yopal;No;5;3;5;Ni de acuerdo ni en desacuerdo;4;3;3;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Si;Moderado;Importante;Muy importante;Probable;4;
;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Para°so;Casanare;Yopal;No;3;3;5;Ni de acuerdo ni en desacuerdo;4;3;3;Tal vez;Educaci¢n, Entretenimiento, Seguridad;Ingenier°a de Sistemas;Tal vez;Nada Importante;Importante;Importante;Neutral / No estoy seguro(a);2;
